z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty
54,59,113Xe,0,2.74,s,0.08,ɑ,,
54,58,112Xe,0,2.7,s,0.8,ε+β+,99.2,
54,58,112Xe,0,2.7,s,0.8,ɑ,0.8,
54,58,112Xe,0,2.7,s,0.8,εp,,
54,60,114Xe,0,10,s,0.4,ε+β+,100,
54,60,114Xe,0,10,s,0.4,εp,,
54,64,118Xe,0,3.8,m,0.9,ε+β+,100,
54,63,117Xe,0,61,s,2,εp,0.0029,0.0006
54,63,117Xe,0,61,s,2,ε+β+,100,
54,62,116Xe,0,58,s,2,ε+β+,100,
54,61,115Xe,0,18,s,4,εɑ,0.0003,0.0001
54,61,115Xe,0,18,s,4,ε+β+,100,
54,61,115Xe,0,18,s,4,εp,0.34,0.06
54,68,122Xe,0,20.1,h,0.1,ε,100,
54,67,121Xe,0,39.1,m,1.0,ε+β+,100,
54,66,120Xe,0,46,m,0.6,ε+β+,100,
54,65,119Xe,0,5.8,m,0.3,ε+β+,100,
54,69,123Xe,0,2.05,h,0.014,ε+β+,100,
55,58,113Cs,0,16.9,us,0.1,p,100,
55,57,112Cs,0,488,us,35,p,100,
55,57,112Cs,0,488,us,35,ɑ,0.26,
55,59,114Cs,0,0.57,s,0.02,ε+β+,99.982,0.006
55,59,114Cs,0,0.57,s,0.02,ɑ,0.018,0.006
55,59,114Cs,0,0.57,s,0.02,εp,8.7,1.3
55,59,114Cs,0,0.57,s,0.02,εɑ,0.19,0.03
55,61,116Cs,0,0.7,s,0.03,εɑ,0.049,0.025
55,61,116Cs,0,0.7,s,0.03,ε+β+,100,
55,61,116Cs,0,0.7,s,0.03,εp,0.28,0.07
55,61,116Cs,0+X,3.9,s,0.1,ECa,0.005,0.003
55,61,116Cs,0+X,3.9,s,0.1,EC+B+,100,
55,61,116Cs,0+X,3.9,s,0.1,ECp,0.51,0.15
55,60,115Cs,0,1.03,s,0.1,εp,0.07,
55,60,115Cs,0,1.03,s,0.1,ε+β+,100,
55,65,120Cs,0,60.4,s,0.6,εɑ,0.000024,
55,65,120Cs,0,60.4,s,0.6,ε+β+,100,
55,65,120Cs,0,60.4,s,0.6,εp,0.00001,
55,65,120Cs,0+X,57,s,6,ECa,0.000024,
55,65,120Cs,0+X,57,s,6,EC+B+,100,
55,65,120Cs,0+X,57,s,6,ECp,0.00001,
55,64,119Cs,0,29.1,s,0.7,ε+β+,100,
55,64,119Cs,0.0863,43,s,0.2,EC+B+,100,
55,63,118Cs,0,14,s,2,εɑ,0.0024,
55,63,118Cs,0,14,s,2,ε+β+,100,
55,63,118Cs,0,14,s,2,εp,0.042,
55,63,118Cs,0+X,17,s,3,ECa,0.0024,
55,63,118Cs,0+X,17,s,3,EC+B+,100,
55,63,118Cs,0+X,17,s,3,ECp,0.042,
55,62,117Cs,0+X,8.4,s,0.6,ε+β+,100,
55,62,117Cs,0+X,6.5,s,0.4,EC+B+,100,
55,69,124Cs,0,30.9,s,0.4,ε+β+,100,
55,69,124Cs,0.46263,6.4,s,0.07,IT,99.89,0.02
55,69,124Cs,0.46263,6.4,s,0.07,EC+B+,0.11,0.02
55,68,123Cs,0,5.91,m,0.06,ε+β+,100,
55,68,123Cs,0.15627000000000002,1.7,s,0.1,IT,100,
55,67,122Cs,0,21.18,s,0.19,ε+β+,100,
55,67,122Cs,0.12707,0.36,s,0.02,IT,100,
55,67,122Cs,0.14,3.7,m,0.11,EC+B+,100,
55,66,121Cs,0,155,s,4,ε+β+,100,
55,66,121Cs,0.0685,122,s,3,IT,17,
55,66,121Cs,0.0685,122,s,3,EC+B+,83,
55,72,127Cs,0,6.25,h,0.1,ε+β+,100,
55,71,126Cs,0,1.643,m,0.017,ε+β+,100,
55,70,125Cs,0,44.35,m,0.29,ε+β+,100,
55,76,131Cs,0,9.688,d,0.004,ε,100,
55,75,130Cs,0,29.2,m,0.04,β⁻,1.6,
55,75,130Cs,0,29.2,m,0.04,ε+β+,98.4,
55,75,130Cs,0.16325,3.46,m,0.06,IT,99.84,
55,75,130Cs,0.16325,3.46,m,0.06,EC+B+,0.16,0.02
55,74,129Cs,0,32.13,h,0.1,ε+β+,100,
55,73,128Cs,0,3.64,m,0.02,ε+β+,100,
55,79,134Cs,0,2.0656,y,0.0005,β⁻,99.9997,0.0001
55,79,134Cs,0,2.0656,y,0.0005,ε,0.0003,0.0001
55,79,134Cs,0.1387441,2.912,h,0.002,IT,100,
55,77,132Cs,0,6.48,d,0.006,β⁻,1.87,0.09
55,77,132Cs,0,6.48,d,0.006,ε+β+,98.13,0.09
55,83,138Cs,0,32.48,m,0.2,β⁻,100,
55,83,138Cs,0.07990000000000001,2.91,m,0.07,B-,18.5,
55,83,138Cs,0.07990000000000001,2.91,m,0.07,IT,81.5,
55,82,137Cs,0,30.007,y,+0.023-0.023,β⁻,100,
55,81,136Cs,0,13.01,d,0.05,β⁻,100,
55,81,136Cs,0.5179,17.5,s,0.2,IT,,
55,81,136Cs,0.5179,17.5,s,0.2,B-,,
55,80,135Cs,0,1.33e+06,y,1.90e+05,β⁻,100,
55,80,135Cs,1.6329,53,m,2,IT,100,
55,87,142Cs,0,1.687,s,0.009,β⁻,100,
55,87,142Cs,0,1.687,s,0.009,β⁻n,0.0912,0.0035
55,86,141Cs,0,24.86,s,0.1,β⁻,100,
55,86,141Cs,0,24.86,s,0.1,β⁻n,0.036,0.004
55,85,140Cs,0,64,s,0.4,β⁻,100,
55,84,139Cs,0,9.25,m,0.06,β⁻,100,
55,89,144Cs,0,0.993,s,0.007,β⁻,100,
55,89,144Cs,0,0.993,s,0.007,β⁻n,2.98,0.08
55,88,143Cs,0,1.795,s,0.008,β⁻,100,
55,88,143Cs,0,1.795,s,0.008,β⁻n,1.62,0.15
55,90,145Cs,0,588,ms,5,β⁻,100,
55,90,145Cs,0,588,ms,5,β⁻n,13.01,0.37
55,94,149Cs,0,112,ms,3,β⁻n,25,4
55,94,149Cs,0,112,ms,3,β⁻,100,
55,94,149Cs,0,112,ms,3,β⁻2n,,
55,93,148Cs,0,151,ms,2,β⁻n,29,4.5
55,93,148Cs,0,151,ms,2,β⁻,100,
55,93,148Cs,0,151,ms,2,β⁻2n,,
55,92,147Cs,0,232,ms,2,β⁻,100,
55,92,147Cs,0,232,ms,2,β⁻n,27.5,1.6
55,91,146Cs,0,322,ms,1,β⁻n,14.2,0.4
55,91,146Cs,0,322,ms,1,β⁻,100,
55,91,146Cs,0,322,ms,1,β⁻2n,,
55,97,152Cs,0,,,,β⁻,100,
55,97,152Cs,0,,,,β⁻n,,
55,97,152Cs,0,,,,β⁻2n,,
55,96,151Cs,0,59,ms,19,β⁻,100,
55,96,151Cs,0,59,ms,19,β⁻n,,
55,96,151Cs,0,59,ms,19,β⁻2n,,
55,95,150Cs,0,80.8,ms,2.8,β⁻n,44,
55,95,150Cs,0,80.8,ms,2.8,β⁻,100,
55,95,150Cs,0,80.8,ms,2.8,β⁻2n,,
56,92,148Ba,0,619,ms,4,β⁻,100,
56,92,148Ba,0,619,ms,4,β⁻n,0.389,0.332
56,93,149Ba,0,352,ms,5,β⁻,100,
56,93,149Ba,0,352,ms,5,β⁻n,3.9,1.2
56,94,150Ba,0,258,ms,5,β⁻,100,
56,94,150Ba,0,258,ms,5,β⁻n,1,0.5
56,95,151Ba,0,167,ms,5,β⁻,100,
56,95,151Ba,0,167,ms,5,β⁻n,,
56,90,146Ba,0,2.16,s,0.04,β⁻,100,
56,91,147Ba,0,894,ms,7,β⁻,100,
56,91,147Ba,0,894,ms,7,β⁻n,0.071,0.044
56,96,152Ba,0,140,ms,7,β⁻,100,
56,96,152Ba,0,140,ms,7,β⁻n,,
56,97,153Ba,0,113,ms,39,β⁻,100,
56,97,153Ba,0,113,ms,39,β⁻n,,
56,97,153Ba,0,113,ms,39,β⁻2n,,
56,98,154Ba,0,53,ms,48,β⁻,100,
56,98,154Ba,0,53,ms,48,β⁻n,,
56,58,114Ba,0,0.41,s,+0.15-0.1,ε+β+,99.1,0.3
56,58,114Ba,0,0.41,s,+0.15-0.1,ɑ,0.9,0.3
56,58,114Ba,0,0.41,s,+0.15-0.1,εp,20,10
56,59,115Ba,0,0.45,s,0.05,εp,15,
56,59,115Ba,0,0.45,s,0.05,ε+β+,100,
56,60,116Ba,0,1.3,s,0.2,εp,3,1
56,60,116Ba,0,1.3,s,0.2,ε+β+,100,
56,61,117Ba,0,1.75,s,0.06,εɑ,0.024,0.013
56,61,117Ba,0,1.75,s,0.06,ε+β+,100,
56,61,117Ba,0,1.75,s,0.06,εp,13,3
56,62,118Ba,0,5.2,s,0.2,ε+β+,100,
56,62,118Ba,0,5.2,s,0.2,εp,,
56,67,123Ba,0,2.4,m,0.4,ε+β+,100,
56,68,124Ba,0,10.8,m,0.6,ε+β+,100,
56,69,125Ba,0,3.3,m,0.3,ε+β+,100,
56,63,119Ba,0,5.4,s,0.3,εp,25,2
56,63,119Ba,0,5.4,s,0.3,ε+β+,100,
56,64,120Ba,0,24,s,2,ε+β+,100,
56,65,121Ba,0,29.7,s,1.5,εp,0.02,0.01
56,65,121Ba,0,29.7,s,1.5,ε+β+,100,
56,66,122Ba,0,1.95,m,0.15,ε+β+,100,
56,70,126Ba,0,98.6,m,1.5,ε+β+,100,
56,71,127Ba,0,12.8,m,0.3,ε+β+,100,
56,71,127Ba,0.08031999999999999,1.93,s,0.07,IT,100,
56,72,128Ba,0,2.43,d,0.05,ε,100,
56,73,129Ba,0,2.23,h,0.1,ε+β+,100,
56,73,129Ba,0.00842,2.142,h,0.008,EC+B+,100,
56,73,129Ba,0.00842,2.142,h,0.008,IT,,
56,79,135Ba,0.268218,28.12,h,0.06,IT,100,
56,75,131Ba,0,11.52,d,0.01,ε+β+,100,
56,75,131Ba,0.187995,14.26,m,0.09,IT,100,
56,77,133Ba,0,10.536,y,+0.004-0.004,ε,100,
56,77,133Ba,0.288252,38.87,h,0.07,IT,99.9896,0.0005
56,77,133Ba,0.288252,38.87,h,0.07,EC,0.0104,0.0005
56,81,137Ba,0.661659,2.5518,m,0.001,IT,100,
56,83,139Ba,0,82.89,m,0.14,β⁻,100,
56,84,140Ba,0,12.7526,d,0.0014,β⁻,100,
56,80,136Ba,2.030535,302.2,ms,6.2,IT,100,
56,89,145Ba,0,3.99,s,0.19,β⁻,100,
56,85,141Ba,0,18.24,m,0.08,β⁻,100,
56,86,142Ba,0,10.51,m,0.15,β⁻,100,
56,87,143Ba,0,14.38,s,0.21,β⁻,100,
56,88,144Ba,0,11.7,s,0.1,β⁻,100,
57,60,117La,0,21.7,ms,1.8,p,100,
57,63,120La,0+X,2.8,s,0.2,εp,,
57,63,120La,0+X,2.8,s,0.2,ε+β+,100,
57,68,125La,0,64.8,s,1.2,ε+β+,100,
57,68,125La,0.107,0.39,s,0.04,IT,100,
57,69,126La,0+X,54,s,2,ε+β+,100,
57,69,126La,0+X,50,s,<,IT,,
57,69,126La,0+X,50,s,<,EC+B+,,
57,64,121La,0,5.3,s,0.2,ε+β+,100,
57,64,121La,0,5.3,s,0.2,εp,,
57,65,122La,0,8.7,s,0.7,ε+β+,100,
57,65,122La,0,8.7,s,0.7,εp,,
57,66,123La,0,16.3,s,0.3,ε+β+,100,
57,67,124La,0+X,21,s,4,ε+β+,100,
57,67,124La,0+X,29.21,s,0.17,EC+B+,100,
57,71,128La,0,5.1,m,0.2,ε+β+,100,
57,71,128La,0+X,1.4,m,<,EC+B+,100,
57,72,129La,0,11.6,m,0.2,ε+β+,100,
57,72,129La,0.17233,0.56,s,0.05,IT,100,
57,73,130La,0,8.7,m,0.1,ε+β+,100,
57,74,131La,0,59,m,2,ε+β+,100,
57,70,127La,0,5.1,m,0.1,ε+β+,100,
57,70,127La,0.014199999999999999,3.7,m,0.4,EC+B+,100,
57,79,136La,0,9.87,m,0.03,ε+β+,100,
57,79,136La,0.2595,113,ms,4,IT,100,
57,75,132La,0,4.58,h,0.09,ε+β+,100,
57,75,132La,0.1882,24.3,m,0.5,IT,76,
57,75,132La,0.1882,24.3,m,0.5,EC+B+,24,
57,76,133La,0,3.89,h,0.03,ε+β+,100,
57,77,134La,0,6.45,m,0.16,ε+β+,100,
57,78,135La,0,18.95,h,0.13,ε+β+,100,
57,83,140La,0,40.284,h,0.003,β⁻,100,
57,84,141La,0,3.93,h,0.03,β⁻,100,
57,85,142La,0,91.8,m,0.5,β⁻,100,
57,80,137La,0,6.00e+04,y,2.00e+04,ε,100,
57,81,138La,0,1.03e+11,y,1.11e+09,β⁻,34.5,0.4
57,81,138La,0,1.03e+11,y,1.11e+09,ε+β+,65.5,0.4
57,86,143La,0,14.09,m,0.07,β⁻,100,
57,87,144La,0,40.8,s,0.4,β⁻,100,
57,88,145La,0,24.8,s,2.0,β⁻,100,
57,89,146La,0,6.1,s,0.3,β⁻,100,
57,89,146La,0.14150000000000001,9.8,s,0.4,B-,100,
57,89,146La,0.14150000000000001,9.8,s,0.4,IT,,
57,93,150La,0,0.51,s,+0.01-0.022,β⁻,100,
57,93,150La,0,0.51,s,+0.01-0.022,β⁻n,2.69,0.34
57,94,151La,0,0.457,s,+0.03-0.018,β⁻,100,
57,94,151La,0,0.457,s,+0.03-0.018,β⁻n,,
57,95,152La,0,298,ms,+6-23,β⁻,100,
57,95,152La,0,298,ms,+6-23,β⁻n,,
57,96,153La,0,244,ms,18,β⁻,100,
57,96,153La,0,244,ms,18,β⁻n,,
57,90,147La,0,4.024,s,0.011,β⁻,100,
57,90,147La,0,4.024,s,0.011,β⁻n,0.043,0.004
57,91,148La,0,1.411,s,0.028,β⁻,100,
57,91,148La,0,1.411,s,0.028,β⁻n,0.192,
57,92,149La,0,1.085,s,0.026,β⁻,100,
57,92,149La,0,1.085,s,0.026,β⁻n,1.41,0.33
57,97,154La,0,163,ms,15,β⁻,100,
57,97,154La,0,163,ms,15,β⁻n,,
57,97,154La,0,163,ms,15,β⁻2n,,
57,98,155La,0,100,ms,25,β⁻,100,
57,98,155La,0,100,ms,25,β⁻n,,
57,98,155La,0,100,ms,25,β⁻2n,,
57,99,156La,0,84,ms,78,β⁻,100,
57,99,156La,0,84,ms,78,β⁻n,,
57,99,156La,0,84,ms,78,β⁻2n,,
57,100,157La,0,,,,β⁻,100,
57,100,157La,0,,,,β⁻n,,
57,100,157La,0,,,,β⁻2n,,
58,100,158Ce,0,99,ms,93,β⁻,100,
58,100,158Ce,0,99,ms,93,β⁻n,,
58,63,121Ce,0,1.1,s,0.1,εp,1,
58,63,121Ce,0,1.1,s,0.1,ε+β+,100,
58,64,122Ce,0,,,,ε+β+,100,
58,64,122Ce,0,,,,εp,,
58,69,127Ce,0,34,s,2,ε+β+,100,
58,69,127Ce,0.0073,28.6,s,0.7,EC+B+,100,
58,65,123Ce,0,3.8,s,0.2,εp,,
58,65,123Ce,0,3.8,s,0.2,ε+β+,100,
58,66,124Ce,0,9.1,s,2.3,ε+β+,100,
58,67,125Ce,0,9.7,s,0.3,ε+β+,100,
58,67,125Ce,0,9.7,s,0.3,εp,,
58,67,125Ce,0.0936,&asymp;3,s,,IT,100,
58,68,126Ce,0,51,s,0.4,ε+β+,100,
58,72,130Ce,0,22.9,m,0.5,ε+β+,100,
58,73,131Ce,0,10.3,m,0.3,ε+β+,100,
58,73,131Ce,0.06309000000000001,5,m,1,EC+B+,100,
58,74,132Ce,0,3.51,h,0.11,ε+β+,100,
58,75,133Ce,0,97,m,4,ε+β+,100,
58,75,133Ce,0.037200000000000004,5.326,h,0.011,EC+B+,100,
58,75,133Ce,0.037200000000000004,5.326,h,0.011,IT,,
58,70,128Ce,0,4,m,0.1,ε+β+,100,
58,71,129Ce,0,3.5,m,0.3,ε+β+,100,
58,76,134Ce,0,3.22,d,0.04,ε,100,
58,77,135Ce,0,17.7,h,0.2,ε+β+,100,
58,77,135Ce,0.44581,20,s,1,IT,100,
58,79,137Ce,0,9.11,h,0.03,ε+β+,100,
58,79,137Ce,0.25429,34.8,h,0.03,IT,99.23,0.02
58,79,137Ce,0.25429,34.8,h,0.03,EC+B+,0.77,0.02
58,83,141Ce,0,32.504,d,0.011,β⁻,100,
58,85,143Ce,0,33.037,h,0.008,β⁻,100,
58,86,144Ce,0,284.886,d,0.03,β⁻,100,
58,80,138Ce,2.12928,8.73,ms,0.2,IT,100,
58,81,139Ce,0,137.64,d,0.02,ε,100,
58,81,139Ce,0.75424,57.58,s,0.32,IT,100,
58,87,145Ce,0,3.02,m,0.05,β⁻,100,
58,88,146Ce,0,13.22,m,0.09,β⁻,100,
58,89,147Ce,0,56.4,s,1.1,β⁻,100,
58,94,152Ce,0,1.42,s,0.02,β⁻,100,
58,95,153Ce,0,865,ms,25,β⁻,100,
58,95,153Ce,0,865,ms,25,β⁻n,,
58,96,154Ce,0,722,ms,14,β⁻,100,
58,96,154Ce,0,722,ms,14,β⁻n,,
58,97,155Ce,0,313,ms,7,β⁻,100,
58,97,155Ce,0,313,ms,7,β⁻n,,
58,90,148Ce,0,56.8,s,0.3,β⁻,100,
58,91,149Ce,0,5.2,s,0.3,β⁻,100,
58,92,150Ce,0,6.05,s,0.07,β⁻,100,
58,93,151Ce,0,1.74,s,0.05,β⁻,100,
58,98,156Ce,0,233,ms,9,β⁻,100,
58,98,156Ce,0,233,ms,9,β⁻n,,
58,99,157Ce,0,175,ms,41,β⁻,100,
58,99,157Ce,0,175,ms,41,β⁻n,,
59,100,159Pr,0,134,ms,43,β⁻,100,
59,100,159Pr,0,134,ms,43,β⁻n,,
59,101,160Pr,0,170,ms,140,β⁻,100,
59,101,160Pr,0,170,ms,140,β⁻n,,
59,101,160Pr,0,170,ms,140,β⁻2n,,
59,102,161Pr,0,,,,β⁻,100,
59,102,161Pr,0,,,,β⁻n,,
59,102,161Pr,0,,,,β⁻2n,,
59,85,144Pr,0,17.28,m,0.03,β⁻,100,
59,85,144Pr,0.05903,7.2,m,0.3,B-,0.07,
59,85,144Pr,0.05903,7.2,m,0.3,IT,99.93,
59,84,143Pr,0,13.57,d,0.02,β⁻,100,
59,87,146Pr,0,24.09,m,0.1,β⁻,100,
59,86,145Pr,0,5.982,h,0.009,β⁻,100,
59,81,140Pr,0,3.39,m,0.01,ε+β+,100,
59,80,139Pr,0,4.41,h,0.04,ε+β+,100,
59,83,142Pr,0,19.12,h,0.04,β⁻,99.9836,0.0008
59,83,142Pr,0,19.12,h,0.04,ε,0.0164,0.0008
59,83,142Pr,0.0036940000000000002,14.6,m,0.5,IT,100,
59,89,148Pr,0,2.29,m,0.02,β⁻,100,
59,89,148Pr,0.0768,2.01,m,0.07,β⁻,64,10
59,89,148Pr,0.0768,2.01,m,0.07,IT,36,10
59,88,147Pr,0,13.35,m,0.1,β⁻,100,
59,90,149Pr,0,2.26,m,0.07,β⁻,100,
59,96,155Pr,0,1.47,s,3.0,β⁻,100,
59,96,155Pr,0,1.47,s,3.0,β⁻n,,
59,95,154Pr,0,2.3,s,0.09,β⁻,100,
59,95,154Pr,0,2.3,s,0.09,β⁻n,,
59,98,157Pr,0,295,ms,+29-11,β⁻,100,
59,98,157Pr,0,295,ms,+29-11,β⁻n,,
59,97,156Pr,0,444,ms,6,β⁻,100,
59,97,156Pr,0,444,ms,6,β⁻n,,
59,92,151Pr,0,18.9,s,0.07,β⁻,100,
59,91,150Pr,0,6.19,s,0.16,β⁻,100,
59,94,153Pr,0,4.29,s,0.07,β⁻,100,
59,94,153Pr,0,4.29,s,0.07,β⁻n,,
59,93,152Pr,0,3.57,s,0.18,β⁻,100,
59,99,158Pr,0,181,ms,14,β⁻,100,
59,99,158Pr,0,181,ms,14,β⁻n,,
59,62,121Pr,0,10,ms,+6-3,p,100,
59,65,124Pr,0,1.2,s,0.2,εp,,
59,65,124Pr,0,1.2,s,0.2,ε+β+,100,
59,67,126Pr,0,3.12,s,0.18,ε+β+,100,
59,67,126Pr,0,3.12,s,0.18,εp,,
59,66,125Pr,0,3.3,s,0.7,ε+β+,100,
59,66,125Pr,0,3.3,s,0.7,εp,,
59,69,128Pr,0,2.8,s,0.1,εp,,
59,69,128Pr,0,2.8,s,0.1,ε+β+,100,
59,68,127Pr,0,4.2,s,0.3,ε+β+,100,
59,68,127Pr,0,4.2,s,0.3,εp,,
59,74,133Pr,0,6.5,m,0.3,ε+β+,100,
59,74,133Pr,0.19212,1.1,s,0.2,IT,100,
59,73,132Pr,0,1.6,m,0.3,ε+β+,100,
59,76,135Pr,0,25.4,m,0.5,ε+β+,100,
59,75,134Pr,0,17,m,2,ε+β+,100,
59,75,134Pr,0.06770000000000001,&asymp;11,m,,EC+B+,100,
59,70,129Pr,0,31,s,2,ε+β+,100,
59,72,131Pr,0,1.49,m,0.02,ε+β+,100,
59,72,131Pr,0.1524,5.7,s,0.2,IT,96.4,1.2
59,72,131Pr,0.1524,5.7,s,0.2,EC+B+,3.6,1.2
59,71,130Pr,0+X,40,s,0.4,ε+β+,100,
59,71,130Pr,0+X,,,,EC+B+,,
59,78,137Pr,0,1.28,h,0.03,ε+β+,100,
59,77,136Pr,0,13.1,m,0.1,ε+β+,100,
59,79,138Pr,0,1.45,m,0.04,ε+β+,100,
59,79,138Pr,0.364,2.03,h,0.02,EC+B+,100,
60,103,163Nd,0,,,,β⁻,100,
60,103,163Nd,0,,,,β⁻n,,
60,101,161Nd,0,215,ms,76,β⁻,100,
60,101,161Nd,0,215,ms,76,β⁻n,,
60,102,162Nd,0,310,ms,20,β⁻,100,
60,102,162Nd,0,310,ms,20,β⁻n,,
60,100,160Nd,0,439,ms,37,β⁻,100,
60,100,160Nd,0,439,ms,37,β⁻n,,
60,74,134Nd,0,8.5,m,1.5,ε+β+,100,
60,73,133Nd,0,70,s,10,ε+β+,100,
60,73,133Nd,0.12797,&asymp;70,s,,IT,,
60,73,133Nd,0.12797,&asymp;70,s,,EC+B+,,
60,72,132Nd,0,94,s,8,ε+β+,100,
60,71,131Nd,0,25.4,s,0.9,εp,,
60,71,131Nd,0,25.4,s,0.9,ε+β+,100,
60,70,130Nd,0,21,s,3,ε+β+,100,
60,79,139Nd,0,29.7,m,0.5,ε+β+,100,
60,79,139Nd,0.23116,5.5,h,0.2,IT,13,1
60,79,139Nd,0.23116,5.5,h,0.2,EC+B+,87,1
60,78,138Nd,0,5.11,h,0.08,ε+β+,100,
60,77,137Nd,0,38.5,m,1.5,ε+β+,100,
60,77,137Nd,0.51943,1.6,s,0.15,IT,100,
60,76,136Nd,0,50.65,m,0.33,ε+β+,100,
60,75,135Nd,0,12.4,m,0.6,ε+β+,100,
60,75,135Nd,0.06495000000000001,5.5,m,0.5,EC+B+,100,
60,75,135Nd,0.06495000000000001,5.5,m,0.5,IT,,
60,84,144Nd,0,2.29e+15,y,1.59e+14,ɑ,100,
60,81,141Nd,0,2.49,h,0.03,ε+β+,100,
60,81,141Nd,0.75651,62,s,0.8,IT,99.95,
60,81,141Nd,0.75651,62,s,0.8,EC+B+,0.05,
60,80,140Nd,0,3.37,d,0.02,ε,100,
60,89,149Nd,0,1.728,h,0.002,β⁻,100,
60,87,147Nd,0,11.12,d,0.07,β⁻,100,
60,96,156Nd,0,5.27,s,0.23,β⁻,100,
60,95,155Nd,0,8.9,s,0.2,β⁻,100,
60,94,154Nd,0,25.9,s,0.2,β⁻,100,
60,93,153Nd,0,31.6,s,1.0,β⁻,100,
60,92,152Nd,0,11.4,m,0.2,β⁻,100,
60,91,151Nd,0,12.44,m,0.07,β⁻,100,
60,90,150Nd,0,9.30e+18,y,7.00e+17,2β⁻,100,
60,99,159Nd,0,485,ms,+39-20,β⁻,100,
60,99,159Nd,0,485,ms,+39-20,β⁻n,,
60,98,158Nd,0,820,ms,+15-36,β⁻,100,
60,98,158Nd,0,820,ms,+15-36,β⁻n,,
60,97,157Nd,0,1.16,s,0.02,β⁻,100,
60,69,129Nd,0,6.7,s,0.4,εp,,
60,69,129Nd,0,6.7,s,0.4,ε+β+,100,
60,69,129Nd,0+X,2.6,s,0.4,EC+B+,,
60,69,129Nd,0+X,2.6,s,0.4,IT,,
60,69,129Nd,0+X,2.6,s,0.4,ECp,,
60,68,128Nd,0,4,s,2,ε+β+,100,
60,68,128Nd,0,4,s,2,εp,,
60,67,127Nd,0,1.8,s,0.4,ε+β+,100,
60,67,127Nd,0,1.8,s,0.4,εp,,
60,66,126Nd,0,,,,ε+β+,100,
60,66,126Nd,0,,,,εp,,
60,65,125Nd,0,0.65,s,0.15,εp,,
60,65,125Nd,0,0.65,s,0.15,ε+β+,100,
61,69,130Pm,0,2.6,s,0.2,ε+β+,100,
61,69,130Pm,0,2.6,s,0.2,εp,,
61,68,129Pm,0,2.4,s,0.9,ε+β+,100,
61,68,129Pm,0,2.4,s,0.9,εp,,
61,68,129Pm,0,2.4,s,0.9,p,,
61,67,128Pm,0,1,s,0.3,ε+β+,100,
61,67,128Pm,0,1,s,0.3,εp,,
61,75,136Pm,0,107,s,6,ε+β+,100,
61,75,136Pm,0.28,5,m,0.8333333333333334,EC+B+,100,
61,74,135Pm,0+X,49,s,3,ε+β+,100,
61,74,135Pm,0+X,45,s,+4-5,EC+B+,100,
61,73,134Pm,0,&asymp;5,s,,ε+β+,100,
61,73,134Pm,0+X,24,s,1,EC+B+,100,
61,72,133Pm,0,14,s,2,ε+β+,100,
61,72,133Pm,0.12969999999999998,8.8,s,<,IT,,
61,72,133Pm,0.12969999999999998,8.8,s,<,EC+B+,,
61,71,132Pm,0,6.9,s,1.9,εp,0.00005,
61,71,132Pm,0,6.9,s,1.9,ε+β+,100,
61,70,131Pm,0,6.3,s,0.8,ε+β+,100,
61,79,140Pm,0,9.2,s,0.2,ε+β+,100,
61,79,140Pm,0.431,5.84,m,0.09,EC+B+,100,
61,78,139Pm,0,4.14,m,0.05,ε+β+,100,
61,78,139Pm,0.18869999999999998,180,ms,20,IT,100,
61,77,138Pm,0,3.25,m,0.05,ε+β+,100,
61,76,137Pm,0,,,,ε+β+,100,
61,76,137Pm,0.16,2.4,m,0.1,EC+B+,100,
61,86,147Pm,0,2.62344,y,0.00022,β⁻,100,
61,85,146Pm,0,5.53,y,0.05,β⁻,34.3,1.5
61,85,146Pm,0,5.53,y,0.05,ε,65.7,1.5
61,84,145Pm,0,17.7,y,0.4,ɑ,2.8e-7,
61,84,145Pm,0,17.7,y,0.4,ε,100,
61,83,144Pm,0,363,d,14,ε,100,
61,82,143Pm,0,265,d,7,ε+β+,100,
61,81,142Pm,0,40.5,s,0.4,ε+β+,100,
61,80,141Pm,0,20.9,m,0.05,ε+β+,100,
61,89,150Pm,0,2.698,h,0.015,β⁻,100,
61,88,149Pm,0,53.08,h,0.05,β⁻,100,
61,87,148Pm,0,5.368,d,0.007,β⁻,100,
61,87,148Pm,0.1379,41.29,d,0.11,B-,95.8,0.6
61,87,148Pm,0.1379,41.29,d,0.11,IT,4.2,0.6
61,97,158Pm,0,4.8,s,0.5,β⁻,100,
61,96,157Pm,0,10.56,s,0.1,β⁻,100,
61,95,156Pm,0,27.8,s,0.8,β⁻,100,
61,95,156Pm,0.15030000000000002,5,s,<,B-,2,
61,95,156Pm,0.15030000000000002,5,s,<,IT,98,
61,94,155Pm,0,41.5,s,0.2,β⁻,100,
61,93,154Pm,0,2.68,m,0.07,β⁻,100,
61,93,154Pm,0.198,1.7,m,0.1,B-,100,
61,92,153Pm,0,5.25,m,0.02,β⁻,100,
61,91,152Pm,0,4.1,m,0.1,β⁻,100,
61,91,152Pm,0.15,7.52,m,0.07,B-,100,
61,91,152Pm,0+X,15,m,1,B-,100,
61,91,152Pm,0+X,15,m,1,IT,,
61,90,151Pm,0,28.4,h,0.04,β⁻,100,
61,99,160Pm,0,0.725,s,0.057,β⁻,100,
61,99,160Pm,0,0.725,s,0.057,β⁻n,0.1,
